symbol,open_time,close_time,open,high,low,close,volume
BTCUSDT,2024-01-26 04:00:00,2024-01-26 07:59:59,41289.52000000,41588.00000000,40914.50000000,41422.99000000,12152.14087000
BTCUSDT,2024-01-26 08:00:00,2024-01-26 11:59:59,41422.98000000,42193.80000000,41405.31000000,42064.49000000,11360.11294000
BTCUSDT,2024-01-26 12:00:00,2024-01-26 15:59:59,42064.48000000,42246.82000000,41800.02000000,41823.51000000,5773.81322000
BTCUSDT,2024-01-26 16:00:00,2024-01-26 19:59:59,41823.51000000,41933.17000000,41708.00000000,41815.01000000,2776.36693000
BTCUSDT,2024-01-26 20:00:00,2024-01-26 23:59:59,41815.01000000,41890.00000000,41602.01000000,41710.14000000,2385.06661000
BTCUSDT,2024-01-27 00:00:00,2024-01-27 03:59:59,41710.15000000,41800.00000000,41394.34000000,41761.23000000,3747.33899000
BTCUSDT,2024-01-27 04:00:00,2024-01-27 07:59:59,41761.22000000,41894.87000000,41714.00000000,41814.00000000,2106.62255000
BTCUSDT,2024-01-27 08:00:00,2024-01-27 11:59:59,41813.99000000,41986.06000000,41745.26000000,41910.47000000,2256.20513000
BTCUSDT,2024-01-27 12:00:00,2024-01-27 15:59:59,41910.48000000,42200.00000000,41910.47000000,42120.63000000,2952.81646000
BTCUSDT,2024-01-27 16:00:00,2024-01-27 19:59:59,42120.63000000,42244.00000000,41925.00000000,42231.83000000,3931.90769000
BTCUSDT,2024-01-27 20:00:00,2024-01-27 23:59:59,42231.84000000,42842.68000000,42228.64000000,42388.82000000,7853.89698000
BTCUSDT,2024-01-28 00:00:00,2024-01-28 03:59:59,42388.82000000,42698.00000000,42323.14000000,42471.98000000,4448.08445000
BTCUSDT,2024-01-28 04:00:00,2024-01-28 07:59:59,42471.98000000,42544.00000000,42155.55000000,42258.01000000,3978.57176000
BTCUSDT,2024-01-28 08:00:00,2024-01-28 11:59:59,42258.00000000,42354.70000000,41721.08000000,41785.92000000,3819.55464000
BTCUSDT,2024-01-28 12:00:00,2024-01-28 15:59:59,41785.91000000,42073.81000000,41620.81000000,42031.06000000,3262.98286000
BTCUSDT,2024-01-28 16:00:00,2024-01-28 19:59:59,42031.05000000,42504.00000000,41874.94000000,42331.20000000,3437.68599000
BTCUSDT,2024-01-28 20:00:00,2024-01-28 23:59:59,42331.19000000,42345.36000000,41988.88000000,42053.46000000,2735.85224000
